1/L/2,1/L/200,1/L/k,1/L/10k,2/L/sqrt(k),1/(L+sqrt(k))
0.00706783050891628,24.080461912645255,0.031130861827576902,3.0322082781663915,0.21007300454913785,0.010898153011617326
0.006412985886665767,22.131490840953767,0.029214385110184215,2.0225819175702644,0.17964088455245128,0.009943990099748614
0.005816718358761239,20.33848130207947,0.02801077507016415,1.63792095987091,0.1581956327831951,0.009136470510481937
0.0053379782774559785,18.650335868177486,0.027125129528519816,1.4236580996032202,0.1416920054628621,0.008398601808935525
0.004978035467155932,17.117273133354303,0.02643036641438299,1.2829029392033249,0.12838640250918246,0.007745326030706361
0.004680435203012607,15.700751751261297,0.02585293115978894,1.1819708757580338,0.11729661465973516,0.0071209179306505966
0.004281562624954767,14.479612098966275,0.025381055651421375,1.1066865073474683,0.10785020910103187,0.0066080935990124375
0.003962313234227238,13.384354769362618,0.024974193242164468,1.045965597382268,0.09968763846654856,0.006149793772167106
0.003586244742407037,12.427546041194843,0.02462709435324454,0.9966626330792785,0.09254525280509035,0.005765110361020479
0.003313143883570027,11.51452860268778,0.0243107264203744,0.9568993201214552,0.08619744973815574,0.005393639018330459
0.003018550031781107,10.694505439417956,0.02402803770141803,0.9229056467314771,0.08052323928072457,0.005044372643948145
0.0027526384529772455,9.95102579204337,0.023773186167183026,0.8934160580519688,0.07543062359198201,0.004731098119738758
0.002490663632887964,9.293154900825055,0.023545511965472922,0.8675785524225773,0.07083369223288598,0.004465655734528243
0.002215822732104415,8.703208763173343,0.023338673920857624,0.8446637268979313,0.06666206829879222,0.0042341670156277695
0.002001600136161599,8.148681156882352,0.023144460051935586,0.8245069137495387,0.06284355053035338,0.003997728281110157
0.0018621111921832939,7.630939912987954,0.022958956995408317,0.8059550001766634,0.05932040096936197,0.0037732507223629044
0.0017142159201796348,7.170209310500511,0.022788958689081918,0.7887368525592758,0.056091789603260764,0.0035806937418931626
0.0015291744764687584,6.755906277820158,0.022632582547147055,0.7732095456330995,0.05310555545004099,0.003405583758903802
0.0014639729112013503,6.337704542440355,0.022474436448087474,0.759380744990975,0.05030908253655227,0.0031936851722094563
0.0012877154929340259,5.995178364856284,0.02233889127800162,0.746359639791021,0.047763976219588423,0.003056402013185259
0.0011816923555033588,5.66139038616822,0.02220451187045159,0.7345885972616242,0.04536938211725608,0.002904518510959559
0.0011139859281646671,5.341559674883159,0.022072941254046095,0.7236857524861954,0.043114938143262505,0.00273719119326837
0.0010495846926282697,5.051237067434761,0.02194750202357743,0.7133168042529354,0.04100058525568731,0.0025927639958534298
0.000976389735967662,4.7848746884968945,0.021829673446755744,0.7036973178092892,0.03903271087564511,0.0024597482214521733
0.0008966704208540434,4.544988837005022,0.02172091744308076,0.6944749924396831,0.03721641563042148,0.002360473976438808
0.0008389940452878593,4.316658520887943,0.021613965964434188,0.6859928994007011,0.03549071292937735,0.0022475281235210713
0.0007750163537045702,4.107685913383921,0.02151213863282012,0.6777846916525951,0.033866105128173195,0.0021494718593784365
0.000712225825093925,3.9108923228811445,0.021414620705711474,0.6701729592178943,0.03234226350376262,0.002044638395258975
0.0006658033413093066,3.7234746045393257,0.021319314497924426,0.6630437839966165,0.0308987486890861,0.0019371499397896903
0.0006313754591319849,3.549003392626861,0.021226447360773604,0.6562662334033365,0.029523788898959524,0.0018396389921552449
0.0005923171157415718,3.385963517421503,0.021137024490667265,0.6495811600819399,0.02822432683137782,0.0017467576206005762
0.0005522330686603122,3.2378740857057196,0.021053500648450338,0.6431955218717735,0.02701895632494865,0.0016819894984667929
0.0005166474043214752,3.0975824072816986,0.020971155405514197,0.6373415454716383,0.025863801554611272,0.0016043509818465856
0.00048633881855007094,2.9619904672435866,0.020888182530642285,0.6319170790584226,0.024736118819335632,0.0015042777943650083
0.00046516399366214805,2.835416248534409,0.020808730958842375,0.6265699087107427,0.02367810160755935,0.00142456597077784
0.00045086141926202266,2.7153945230514034,0.02073014420797049,0.6213462019352722,0.02265698296206158,0.0013480800638456347
0.0004177052351957492,2.607702722601373,0.020658090205785427,0.6165087022375713,0.021728415007236518,0.0012866159667868212
0.0003680707745580099,2.509507250768284,0.02059159350500776,0.6116600913973862,0.02087694180442639,0.0012412254027833166
0.00033611003294900245,2.41397945199309,0.020526101179888574,0.6068543092910971,0.020062716666043895,0.0012003922456536884
0.00031628474338079465,2.3236804067613206,0.020459957587786414,0.6025579597367262,0.019263050695658968,0.001150882552069047
0.00029615064795949304,2.2382417870257205,0.020395865325848472,0.5982527651715175,0.01850344113703212,0.0011071781945548491
0.00027763728598367203,2.156639536932314,0.0203323194852716,0.5941474356995092,0.017766028771460912,0.001057173741686523
0.0002654923200415623,2.07884849424713,0.0202705570165244,0.5901623279927443,0.017067885048161594,0.0010166553385676125
0.0002549896140849109,2.0042101118775637,0.020208515769465085,0.5864467124200365,0.016378820803638235,0.0009599800398431517
0.00023300750364744179,1.936521434849841,0.0201517711388304,0.582749388937037,0.015764177112941143,0.0009248134119539692
0.00022366627934903148,1.8704331755282366,0.02009339665400273,0.5792605236189021,0.015144193774375323,0.0008815558403518418
0.0002099187765846572,1.8090256659507775,0.020038897340499708,0.5757845235557045,0.014582327004203019,0.0008526240216333754
0.0002029684022553305,1.7490141465101858,0.019982944767996804,0.5724326931772312,0.014013660810429813,0.0008151995234921819
0.0002021648558558381,1.691161437133754,0.01992704974351134,0.5692724003935121,0.013456347852490587,0.0007754559191997413
0.00019535821536389227,1.637042632264664,0.019872311126271913,0.566254190102924,0.0129174549372247,0.0007294351943754971
0.00019317869193103063,1.585482654934496,0.01981955699643293,0.5632789201249078,0.01241550388995585,0.0006956867958924454
0.000192811968939818,1.5358878542680356,0.01976694821806127,0.5603881365111897,0.011922258673795889,0.0006599484192254537
0.00017581054599809538,1.4902546063713562,0.01971841034792992,0.5575201757254223,0.011486103782263097,0.0006323842674833044
0.00015981547710947197,1.4467025146800927,0.019671707681944966,0.5547520084467835,0.011077553215604882,0.0006063397211185248
0.00015607552070707383,1.4036134764741492,0.019623491276057,0.5520084860151319,0.010657538765284809,0.0005788701854730319
0.00013982522241212515,1.363394127325809,0.01957896651094032,0.5492834050978989,0.010288353752353195,0.0005574850590161445
0.00012707689897797228,1.3254125672272277,0.0195356362735363,0.5467001363447819,0.009938712240816768,0.0005379500812677361
